business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count_x,is_open,attributes,categories,hours,is_restaurant,is_fusion,price_range,avg_rating,review_count_y,rating_std,avg_sentiment
TunmRrfZb7bt53T6HJi4UQ,Bleu Sushi,262 S 10th St,Philadelphia,PA,19107,39.9463986271,-75.157800703,4.5,938,1,"{'Caters': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BYOB': 'True', 'HappyHour': 'True', 'DogsAllowed': 'True', 'Corkage': 'False', 'WiFi': ""u'free'""}","['Sushi Bars', 'Japanese', 'Restaurants', 'Asian Fusion', 'Tapas/Small Plates']","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",True,True,2,4.302,967,1.147,4.302
x09a9Qf1szbwBbamf4SUZA,PF Chang's,4100 George J Bean Pkwy,Tampa,FL,33607,27.9797653772,-82.5339419125,3.5,100,1,"{'Caters': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsTableService': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'False', 'HappyHour': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': True, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': None}"", 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True'}","['Asian Fusion', 'Restaurants', 'Chinese', 'Gluten-Free']",,True,True,2,3.24,104,1.451,3.24
tkh-O25939GJTiqXbWm1tg,Ginger Bistro,6665 Delmar Blvd,University City,MO,63130,38.656469,-90.307561,3.0,87,0,"{'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'HappyHour': 'True'}","['Restaurants', 'Specialty Food', 'Food', 'Asian Fusion', 'Ethnic Food']","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:30', 'Saturday': '11:30-23:30', 'Sunday': '12:0-23:0'}",True,True,2,2.956,91,1.228,2.956
Js3m_GdqNUGnEgXJ8WMtfQ,Hana Kitchen,503 State St,Santa Barbara,CA,93101,34.416504,-119.6956177,3.0,253,1,"{'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True'}","['Bubble Tea', 'Restaurants', 'Food', 'Asian Fusion', 'Vegan', 'Acai Bowls']","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-21:0'}",True,True,1,3.136,258,1.617,3.136
SzSLKafTPOQzp3pfzPjEVg,Ichiban Japanese Cuisine & Sushi Bar,"2786 E Fowler Ave, Ste A",Tampa,FL,33612,28.0555039,-82.4273789,3.5,196,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}"", 'RestaurantsDelivery': 'True', 'Caters': 'False', 'HappyHour': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': False}""}","['Japanese', 'Gluten-Free', 'Restaurants', 'Asian Fusion', 'Sushi Bars']","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",True,True,2,3.721,201,1.394,3.721
TcznsWah9kWQhTzvuHMUaQ,Daiwa,"5033 Lapalco Blvd, Ste B6",Marrero,LA,70072,29.8738436,-90.1004856,4.0,222,1,"{'OutdoorSeating': 'False', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': True}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'BestNights': ""{'monday': True, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'CoatCheck': 'False', 'Smoking': ""u'no'"", 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True'}","['Asian Fusion', 'Nightlife', 'Japanese', 'Restaurants', 'Sushi Bars', 'Karaoke']","{'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0', 'Sunday': '12:0-18:0'}",True,True,2,4.026,231,1.254,4.026
tdWrPT2XT2NpPtfQQhf08w,Jasmine Asian House,"130 W Main St, Ste 120",Collegeville,PA,19426,40.19401,-75.468474,3.0,87,1,"{'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsDelivery': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'HappyHour': 'False', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': False}"", 'WheelchairAccessible': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","['Asian Fusion', 'Chinese', 'Sushi Bars', 'Restaurants']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:30'}",True,True,2,2.89,91,1.509,2.89
4bAriMv6M_7UGmlmrRZTJA,Wok Box,"392 Street Albert Road, Suite 101",St Albert,AB,T8N 5J9,53.643152,-113.628356,2.5,8,1,"{'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","['Fast Food', 'Restaurants', 'Asian Fusion']",,True,True,,2.625,8,1.598,2.625
2RtyOlU9mwyVisvgOECaDA,Uniboil,"5599 Hollister Ave, Unit C",Goleta,CA,93117,34.4354208,-119.8203772,4.0,209,1,"{'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""'none'"", 'HappyHour': 'False', 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Corkage': 'False', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'BYOB': 'True', 'WiFi': ""u'free'"", 'HasTV': 'False', 'ByAppointmentOnly': 'False'}","['Food', 'Bubble Tea', 'Chinese', 'Restaurants', 'Asian Fusion', 'Hot Pot']","{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:30', 'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-20:30', 'Saturday': '11:30-20:30', 'Sunday': '11:30-20:30'}",True,True,2,3.991,218,1.323,3.991
mOk3D7VczrDapNuUgLxUQw,Noodle Eighty Eight,664 E Broad St,Souderton,PA,18964,40.3143377,-75.3115857,4.5,246,1,"{'BikeParking': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'OutdoorSeating': 'None', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'None', 'HappyHour': 'True'}","['Asian Fusion', 'Noodles', 'Restaurants', 'Pan Asian', 'Soup']","{'Monday': '11:0-21:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0', 'Sunday': '11:30-20:0'}",True,True,2,4.53,253,0.932,4.53
I6S2XzdA0vpodHk5ZoA2yg,Spirit Bistro,"10824 97 Street NW, Unit 3",Edmonton,AB,T5H 2M3,53.5539179,-113.4904704,4.0,6,1,"{'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'WheelchairAccessible': 'False', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False'}","['Chinese', 'Asian Fusion', 'Restaurants']","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '16:0-22:0'}",True,True,,3.833,6,1.835,3.833
qJmC4SnqZSFvtfCgPXPYVg,Peking Gourmet,"176 Nj-70, Ste 7",Medford,NJ,08055,39.900538,-74.831667,2.0,20,1,"{'RestaurantsAttire': ""'casual'"", 'BusinessParking': 'None', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'GoodForMeal': 'None'}","['Asian Fusion', 'Restaurants', 'Japanese', 'Chinese']","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",True,True,1,2.2,20,1.735,2.2
y4fP_nGybK3io_TewdhqpA,Basil Bistro,"9040 Carothers Pkwy, Ste A201",Franklin,TN,37067,35.9567094,-86.802767,3.5,88,0,"{'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True'}","['Thai', 'Asian Fusion', 'Restaurants', 'Sushi Bars']","{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30', 'Sunday': '16:0-21:0'}",True,True,2,3.63,92,1.255,3.63
YqoMDkuSbRPjzc39ty4PgA,Mai Thai,750 W Idaho St,Boise,ID,83702,43.6164418,-116.2021508,4.0,462,1,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'OutdoorSeating': 'None', 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'BYOB': 'False', 'Corkage': 'True', 'WheelchairAccessible': 'True'}","['Thai', 'Sushi Bars', 'Asian Fusion', 'Restaurants']","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-21:30'}",True,True,2,3.715,487,1.398,3.715
rNfFdGIFT27ItMzG3qQCWQ,Em Trai Sandwich,2372 St Claude Ave,New Orleans,LA,70117,29.9685778,-90.0525283,4.5,49,0,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': None, 'lot': None, 'valet': False}"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False'}","['Asian Fusion', 'Restaurants', 'Sandwiches', 'Vietnamese']","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0'}",True,True,2,4.28,50,1.011,4.28
WGPpkFUc9cWqUFgIaNFKBA,Flame Broiler,"1735 W Chinden Blvd, Ste 140",Meridian,ID,83646,43.66237,-116.41548,4.0,39,0,"{'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True'}","['Fast Food', 'American (New)', 'Asian Fusion', 'Restaurants']","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '11:0-20:0'}",True,True,1,4.024,41,1.235,4.024
Cz0wdTZMcRhJjhNy9sp0pw,Umami Sushi. Hibachi,"3942 Tyrone Blvd N, Ste D",Saint Petersburg,FL,33709,27.807152,-82.7516829,4.5,217,1,"{'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}"", 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': True, 'classy': True, 'casual': True}"", 'RestaurantsTakeOut': 'None', 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': True}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'None'}","['Sushi Bars', 'Nightlife', 'Restaurants', 'Cocktail Bars', 'Japanese', 'Asian Fusion', 'Bars']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:30'}",True,True,2,4.33,230,1.241,4.33
PeU1slsG_XpoO040OHI3Qw,Hoang Long Noodle House,"West Edmonton Mall, 8882 170th Street W",Edmonton,AB,T5T 4M2,53.522414,-113.621903,3.0,51,1,"{'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","['Restaurants', 'Thai', 'Specialty Food', 'Asian Fusion', 'Vietnamese', 'Food']",,True,True,2,3.118,51,1.243,3.118
6xWQqSQ6nctJ6Ifro4Nrxw,The Bubble Tea Cafe,"10645 97 St NW, Ste 1",Edmonton,AB,T5H 2L7,53.5512666,-113.4890106,4.0,5,1,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'None'}","['Food', 'Restaurants', 'Asian Fusion', 'Coffee & Tea', 'Taiwanese']",,True,True,,3.8,5,0.837,3.8
xdy61kO_r5p6Zw30dsZ-ng,Umi Star,2502 N Campbell Ave,Tucson,AZ,85719,32.2521997481,-110.9436750412,4.0,86,0,"{'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'upscale': False, 'divey': False, 'classy': False, 'trendy': True, 'hipster': True, 'casual': True}"", 'Caters': 'False'}","['Asian Fusion', 'Bars', 'Mexican', 'American (New)', 'Restaurants', 'Nightlife', 'Japanese']","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '17:0-2:0'}",True,True,2,3.888,89,1.143,3.888
zvB14002Qi0qZ_DH_DfpLg,Bon Bon Sushi,22 N Darlington St,West Chester,PA,19380,39.9591537858,-75.6076551683,4.5,119,1,"{'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'False', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'False', 'Caters': 'False', 'WheelchairAccessible': 'False', 'RestaurantsPriceRange2': '1'}","['Asian Fusion', 'Japanese', 'Vegetarian', 'Seafood', 'Restaurants', 'Sushi Bars', 'Fast Food']","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0'}",True,True,1,4.61,123,0.709,4.61
